"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"11","Chilton","Alabama",2911,15081,3666,13934,3391,13910,861,289,0,1,4,2,5,5,3,2,8,2,43931,43643,24.2,15.2,50.8,87.1,10.6,0.4,7.7,5.2,76,12.9,3308,31.8,74.5,20701,41250,19.5,692.85,63,63.40622068,64,1,1,0,0,1,0,2,1,0,43921,1.593770634,0.626208724,0.72,97,-0.599205869,0.14,0.31,0.52337,92309,42153
"12","Choctaw","Alabama",3109,4106,3633,4220,3785,4150,1772,273,0,0,2,0,0.813131148,2,0,0,1,1,13323,13859,20.6,20.8,52.5,56.6,42.4,0.3,0.8,0.3,75.2,11.8,938,33.4,83.7,20323,33941,21.5,913.5,15.2,14.58456486,23,0,0,0,0,4,0,0,1,0,13289,2.107005794,0.725882781,0.57,63,0.76313955,-0.17,0.23,0.522788,103482,43080
"13","Clarke","Alabama",5749,7140,5907,7455,6317,7463,3157,213,0,3,2,1,0,2,1,2,7,7,24945,25833,22.6,18,52.8,54,44.2,0.5,1.3,0.3,78.3,11.2,1583,25.5,72.9,18979,29357,29.3,1238.47,20.9,20.14178785,40,1,2,0,0,2,0,3,1,0,24847,1.972069063,0.720486562,0.57,88,0.411954035,-0.11,0.21,0.520264,103088,44525
"14","Clay","Alabama",1237,5245,1722,4946,1770,4802,814,135,0,0,1,1,2,1,3,1,0,1,13552,13932,21.6,19.4,50.6,82.8,14.5,0.3,3.4,2.2,76.5,9.2,1076,30.7,75,18694,34002,19,603.96,23.1,22.43857209,12,0,1,0,0,0,0,0,0,0,13538,0.960260009,0.636823036,0.7,42,-0.963110376,0.07,0.11,0.51843,100471,42260
"15","Cleburne","Alabama",684,5764,1166,5204,971,5269,221,72,-1,0.122510573,0.122510573,0.583836567,1,3,0,2,2,2,15080,14972,23.3,18.4,50.4,94.5,3.6,0.2,2.5,1.5,76,9,989,31.4,77.6,19108,38019,18.4,560.1,26.7,26.92376361,12,0,0,0,0,0,0,1,0,0,15072,0.862526539,0.632849274,0.67,36,-1.180039859,0.55,0.39,0.514744,99399,41730
"16","Coffee","Alabama",4221,15875,5068,14909,4899,14638,1499,390,0,3,3,6,3,2,6,3,11,10,50909,49948,23.7,15.9,50.5,76.4,17.7,1.6,6.4,5.1,82.4,22.5,6066,21.3,69.9,23380,43768,18.6,678.97,73.6,74.97974874,67,0,4,0,0,2,1,4,3,0,50831,1.593515768,0.628141341,0.71,143,-0.484028325,0.07,0.05,0.512362,92825,42690
"17","Colbert","Alabama",7312,16746,9698,14729,9160,13931,3893,1349,0,2,3,5,3,2,5,8,4,9,54543,54428,21.7,18.5,51.8,80.8,16.3,0.5,2.6,2,83.5,17.7,4376,22.7,72.1,21572,39077,17.9,592.62,91.8,92.03705579,67,4,2,0,0,15,0,6,2,0,54480,1.762114537,0.638366236,0.74,171,-0.2444873,-0.31,0.01,0.511982,95045,44125
"18","Conecuh","Alabama",3080,3420,3411,3461,3551,3434,2031,544,0,0,2,2,0,0,2,2,4,1,12670,13228,21.4,20.4,51.9,52.1,46.2,0.1,1.8,0.6,77.3,8.8,1101,27.2,79.1,15605,24658,32.7,850.16,15.6,14.90307707,12,0,1,0,0,0,0,0,1,0,12662,1.10567051,0.659129293,0.53,45,-0.602738922,-0.38,0.06,0.506501,104139,43068
"19","Coosa","Alabama",1782,3381,2269,3245,2188,3028,1013,125,0,3,2,2,0,2,1,2,2,2,10886,11539,18.3,18.5,49.5,66.1,31.8,0.2,2.3,1.8,75,9.8,934,30.2,83,18493,37277,20.9,650.93,17.7,16.72376446,12,0,0,0,0,0,0,0,0,0,10807,1.110391413,0.638385303,0.47,38,-0.669160327,-0.56,0.31,0.505207,102880,42469
"20","Covington","Alabama",2387,13267,3238,12431,3155,12148,742,190,0,4,4,2,4,3,0,6,5,5,37914,37765,22.1,19.8,51.6,84.3,13,0.5,1.6,1.4,78.4,14.2,3433,23.3,75.1,20391,35869,20,1030.46,36.6,36.79327679,40,0,2,0,0,0,0,3,3,0,37888,1.266891892,0.65975813,0.64,142,-0.460003562,0.18,0.25,0.502885,93599,42133
"21","Crenshaw","Alabama",1664,4513,1938,4316,2048,4326,908,107,0,0,1,2,0,0,0,0,5,1,13977,13906,22.7,18,51.1,72,24,1.8,1.7,2.3,76.7,12.7,1098,30.3,69.9,21343,36275,19.1,608.84,22.8,22.95677025,14,0,0,0,0,0,0,0,1,0,13948,1.075423,0.659887006,0.65,36,-0.836627062,0.31,0.45,0.498754,101630,42382
"22","Cullman","Alabama",3798,32989,5855,28837,4855,27930,1275,725,0,5,6,18,11,13,20,15,9,19,81289,80406,22.5,17.6,50.5,96.2,1.4,0.5,4.4,3,79.8,14.8,6167,26.4,75,20760,38847,18.8,734.84,109.4,110.6213598,87,2,1,0,1,1,1,3,2,1,81221,1.218896591,0.661960499,0.76,198,-0.76313955,0.27,0.35,0.496912,75288,42131
"23","Dale","Alabama",4413,13808,5257,13873,5283,13105,1544,415,0,6,1,4,3,4,6,1,4,7,49484,50251,23.6,15.4,50.5,75.2,19.7,1.3,6.1,3.7,84.1,17,6730,20.9,61.1,22685,44889,17.4,561.15,89.6,88.18319522,49,3,2,0,0,4,0,2,1,0,49501,1.232298337,0.58117228,0.6,120,-1.030238392,-0.02,0.13,0.492293,95084,42710
"24","Dallas","Alabama",12836,5789,13958,6791,14599,6284,8581,1774,0,3,3,5,2,2,2,3,0,4,41711,43820,25.2,15.6,53.7,29,69.5,0.5,1,0.8,77.5,14.2,2897,22,60.9,17245,26519,35.5,978.7,44.8,42.61878001,49,4,2,0,0,2,0,2,1,0,41662,1.440161298,0.635099518,0.63,237,-0.067128016,-0.61,-0.06,0.491441,111526,48388
"25","DeKalb","Alabama",3622,21405,5654,17951,5235,18316,1297,668,0,3,3,5,12,16,19,10,15,10,71065,71109,24.7,15.7,50.7,92.4,2.1,0.4,14.2,7.5,70.6,10.7,4371,23.3,76.3,18149,37851,19.9,777.09,91.5,91.45015378,50,2,2,0,0,3,0,3,1,0,71012,0.859009745,0.626586087,0.7,161,-1.240101768,0.36,0.18,0.482254,86696,42210
"26","Elmore","Alabama",8443,27634,8268,25695,8940,26223,3176,743,0,2,3,8,9,3,9,9,8,21,80977,79303,23,14,51.5,76,21.2,0.7,2.7,2.1,86.6,21,8364,28.2,75.5,23856,54766,13.4,618.49,128.2,130.926935,70,2,5,0,0,1,0,4,2,0,81022,1.036755449,0.72744761,0.78,238,-0.577300937,0,0.17,0.457992,85288,44014
"27","Escambia","Alabama",4605,9935,5176,9365,5476,9263,2027,226,0,5,4,8,4,10,11,4,5,10,37733,38319,22,16.7,48.8,62.2,32.4,0.3,2.1,0.6,76.2,11.7,2995,23.5,72.5,16540,30687,25.4,945.08,40.5,39.92572057,49,1,2,0,0,1,0,2,1,0,37784,1.482108829,0.648467433,0.7,160,-0.250846796,-0.09,0.16,0.45543,99149,43382
"28","Etowah","Alabama",10442,32353,13480,30562,12792,29102,4302,1308,0,5,2,8,20,10,18,20,8,17,103531,104430,22.1,17.3,51.6,81.2,15.5,0.8,3.7,2.2,81.8,14.8,8638,23.9,72.4,20204,38013,19,534.99,195.2,193.519505,132,5,5,0,1,11,1,9,4,0,103452,1.623941538,0.646062903,0.76,343,-0.313028537,-0.2,0.16,0.451731,82568,44575
"29","Fayette","Alabama",1362,6712,1988,5875,1803,6034,662,148,0,3,1,4,4,4,5,4,1,6,16874,17241,21.7,19.6,50.5,86.2,11.9,0.3,1.4,0.6,74.9,13.2,1221,27.5,74.9,18494,33838,19.9,627.66,27.5,26.88398177,15,0,1,0,0,2,0,0,1,0,16842,1.128132051,0.693084828,0.78,55,-0.58012738,0.12,0.6,0.446872,99129,42095
"30","Franklin","Alabama",2197,9466,3469,8048,3171,7567,1234,767,0,1,1,2,4,6,6,5,9,5,31601,31704,24.3,15.9,50.3,91.9,4.6,0.4,16.1,8.4,72.5,11,1860,26.2,69.5,18888,36415,21.9,633.82,50,49.85800385,26,0,2,0,0,1,0,3,1,0,31592,1.044568245,0.523628489,0.72,76,-1.481762626,0.21,0.21,0.436062,97210,42048
"31","Geneva","Alabama",1525,9994,2106,9314,2039,9173,546,157,0,1,2,6,0,2,1,4,4,3,26712,26790,22.2,19.2,50.8,87.1,9.7,0.4,3.6,1.8,77.2,10.4,2336,25.6,72.1,20199,35625,21.2,574.41,46.6,46.50336867,24,0,0,0,0,0,0,0,1,0,26707,0.936084173,0.672223541,0.73,60,-0.997027689,0.11,0.47,0.417374,96010,41970
"32","Greene","Alabama",4013,838,4402,876,4514,799,2717,213,-1,0.077683695,0.077683695,0.37020953,0.525659901,0.327272577,0.452699249,1,1,2,8553,9045,23.3,17.9,52.5,18.5,80.5,0.2,1,0.2,76.2,12.8,502,28,73.2,14930,24226,32.9,647.11,14,13.21722736,8,1,0,0,0,0,0,0,0,0,8553,1.052262364,0.692726566,0.42,48,-0.117297375,-0.78,-0.11,0.396877,107654,44085
"33","Hale","Alabama",4775,3173,4969,3196,5401,3205,2429,428,-1,0.135746949,0.135746949,0.646915861,0.918868464,0.572139029,0.79106101,4,1,2,15184,15760,23.3,17.3,52.8,40.8,58.1,0.3,1.3,1.2,77.4,12.8,995,27.1,78,18812,30051,26.6,643.94,24.5,23.57983663,8,0,0,0,0,0,0,1,1,0,15131,0.660894852,0.672865925,0.55,64,-0.83521384,-0.5,0.12,0.385675,106081,43582
"34","Henry","Alabama",2292,5632,2990,5558,3046,5605,1173,163,0,2,1,2,4,3,1,6,1,1,17190,17302,21.2,20.8,51.8,70.4,27.3,0.7,2.6,2.9,80.1,16.6,1497,26,77.7,21924,41650,14.4,561.75,30.8,30.60080107,24,0,2,0,0,0,0,0,1,0,17176,1.571960876,0.707277715,0.59,50,-0.117297375,-0.27,0.2,0.358706,101139,42591
"35","Houston","Alabama",10664,30728,12194,29205,12348,29214,3063,784,0,5,7,10,13,10,8,18,11,10,104193,101547,23.7,16.1,52.1,70,26.7,0.9,3.3,2.4,83.9,19.7,9254,20.8,64.6,23316,40948,18,579.82,175.1,179.6988721,100,11,4,1,1,5,2,7,4,0,104110,1.296705408,0.639892701,0.73,377,-0.568821609,-0.28,0.11,0.347198,84415,43860
"36","Jackson","Alabama",3673,16672,6367,14068,5817,14422,1327,511,0,3,1,0,7,14,2,9,9,14,52665,53227,21.7,18.6,50.7,91.5,3.6,0.5,2.9,2.2,74.6,13,4000,26.4,75.2,20486,37634,16,1077.87,49.4,48.86025216,40,1,1,0,0,4,0,0,2,0,52631,0.912010032,0.573350007,0.74,126,-1.40474206,0.13,0.11,0.323928,91480,42397
"37","Jefferson","Alabama",156873,134768,166015,149843,159658,141413,67408,14341,0,45,45,57,95,115,256,108,88,84,660793,658466,23.1,14.3,52.8,54,42.9,1.6,3.8,4.1,87.4,30,46613,23.4,64.7,26906,45429,18,1111.28,592.5,594.6233173,714,56,30,12,16,49,3,70,20,0,660368,1.468877959,0.698921745,0.74,3576,0.135669253,-0.32,0.06,0.317488,126584,94648
"38","Lamar","Alabama",1036,5823,1614,5419,1643,5453,442,173,-1,0.123880478,0.123880478,0.590364989,1,1,0,1,3,0,14086,14564,21.7,20.5,51.2,87.1,11.3,0.1,1.4,0.6,76.1,9.5,1127,25.7,71.5,19026,36028,22.3,604.85,24.1,23.28841862,11,0,0,0,0,1,0,0,1,0,14050,0.925266904,0.656541629,0.8,35,-1.054263156,0.08,0.36,0.271228,99692,41850
"39","Lauderdale","Alabama",9952,27899,13318,24050,12504,23902,3691,1769,0,3,6,14,18,7,13,8,8,20,93096,92709,20.5,18.2,52.1,86.7,10.4,0.9,2.4,2.1,83.8,21.1,7000,24.5,69.9,23510,42844,17.2,667.7,138.8,139.4278868,110,5,5,0,1,5,1,9,2,0,93063,1.482866445,0.664572977,0.73,852,0.656441335,0.07,0.02,0.266177,86532,43503
"40","Lawrence","Alabama",3627,10833,5159,9269,5055,8855,2056,430,0,0,3,1,5,3,9,6,8,5,33477,34339,21.7,16.8,51.3,78.1,11.4,0.2,2.2,1,77.1,11.9,1891,27.8,80.1,20181,38551,17.5,690.68,49.7,48.46962414,43,0,1,0,0,2,0,2,0,0,33426,1.436007898,0.601888879,0.76,71,-0.869837764,0.23,0.23,0.264651,97273,43207
"41","Lee","Alabama",21230,34617,21410,32344,21274,32062,7162,2477,0,4,5,8,6,10,11,13,21,17,154255,140247,21.6,10.3,50.7,70.9,23.7,3.3,3.9,5.1,86.7,32.5,10045,21.4,61.7,23506,43542,22,607.54,230.8,253.9009777,100,12,6,0,3,3,1,8,4,0,154426,0.887156308,0.559501442,0.72,521,-1.307229784,-0.57,-0.16,0.262171,91092,46266
"42","Limestone","Alabama",9468,29067,9530,23588,9809,25263,3224,1136,0,2,5,2,14,8,5,12,16,10,90787,82782,23.4,13.8,49.7,82,13.5,1.4,5.8,4.3,81.5,22.7,6964,26.3,76.6,25020,48619,14.7,559.94,147.8,162.1370147,70,3,2,0,0,1,0,6,1,0,90612,0.915993467,0.710316984,0.77,166,-0.944031887,-0.16,0.07,0.25437,84880,43669
"43","Lowndes","Alabama",4883,1751,5447,1807,5747,1754,3784,331,-1,0.099506481,0.099506481,0.474208234,0.67391057,0.420268549,0.579870841,0,1,1,10580,11299,23.1,17.4,52.3,25.8,72.9,0.2,1.2,0.2,73.9,14.4,626,30.4,74.9,18368,26230,26.7,715.91,15.8,14.77839393,6,0,0,0,0,0,0,1,0,0,10555,0.6631928,0.703741815,0.47,45,-0.67198677,-0.48,-0.15,0.242084,107611,45034
"44","Macon","Alabama",7566,1431,9444,1396,9045,1322,4295,484,0,4,0,0,2,1,1,0,3,1,19425,21452,18.3,16.8,54.2,16.7,81.5,0.3,1.5,1.1,80,19.6,1662,23.1,65.7,16826,30724,27.3,608.89,35.2,31.90231405,15,0,0,0,0,1,0,0,0,0,19387,0.825295301,0.536623135,0.66,139,-0.780098206,-0.77,-0.3,0.238134,110614,45392
"45","Madison","Alabama",62822,89520,64062,86910,61802,90679,20126,8865,0,12,17,24,30,30,64,34,46,76,350299,334811,22.4,13.7,51.2,69.4,24.6,2.6,4.7,5.4,90,38.5,34203,21,69.3,31933,58434,12.8,801.59,417.7,437.0052022,267,21,10,2,7,12,4,49,10,4,350112,1.102504341,0.664682387,0.76,1369,-0.602032311,-0.62,-0.02,0.234954,77781,52842
"46","Marengo","Alabama",5615,5233,5925,5511,6154,5321,3590,1092,0,0,2,0,1,1,0,1,4,2,20110,21027,23,18.6,53.2,47.4,51,0.3,2.4,0.7,83.7,17.4,1462,22.4,71.3,22072,35079,24,976.88,21.5,20.5859471,31,1,1,0,0,3,0,1,2,0,20136,1.936829559,0.711827824,0.63,92,0.500986982,-0.47,0.01,0.229977,104861,44079
"47","Marion","Alabama",1432,11274,2597,9530,2249,9696,119,74,-1,0.256029626,0.256029626,1.220135166,1,1,0,4,6,2,30271,30776,21.2,20.1,50.4,93.9,4.2,0.3,2.5,1,74.6,9.5,2287,24,75.9,19576,32888,20.9,742.29,41.5,40.78055746,29,0,0,0,0,2,0,2,1,0,30246,1.124115586,0.61521684,0.74,92,-0.929193063,0.21,0.28,0.226886,94637,41626
"48","Marshall","Alabama",4917,29233,7021,25680,6271,25785,1495,824,0,4,5,10,9,14,14,11,14,17,94636,93019,24.5,16.3,50.9,93.7,2.7,0.7,12.9,8,76.2,15.2,7192,23.9,71.9,20382,39526,19.5,565.84,164.4,167.2486922,74,2,5,0,0,2,1,4,2,0,94356,0.953834414,0.645827563,0.74,240,-1.042250774,0.06,0.2,0.223297,80163,42252
"49","Mobile","Alabama",72186,95116,81741,97670,78417,94566,29243,5778,0,33,25,34,62,59,68,43,65,70,415123,412992,24,14.5,52.2,60.1,35.3,2,2.8,3.2,83.9,20.7,33586,23.9,66.6,22501,43028,19.8,1229.44,335.9,337.6521018,363,37,10,0,4,32,2,30,5,0,414926,1.16406299,0.631196549,0.72,1918,-0.547623288,-0.3,-0.04,0.193176,81549,65046
"50","Monroe","Alabama",4332,5795,5023,6173,4897,5730,2438,205,0,0,0,4,1,2,1,2,2,0,21947,23068,23.4,17.9,52.6,55.5,41.1,0.4,1.2,0.9,76.1,10.6,1237,23.3,74,15749,29203,28.6,1025.68,22.5,21.39751189,30,1,1,0,0,0,0,1,1,0,21897,1.552724117,0.65026394,0.56,79,-0.238834415,-0.38,0.06,0.192307,103016,43814
"51","Montgomery","Alabama",58916,34003,61999,41972,62993,38283,28755,4283,0,7,8,18,11,18,16,19,28,30,226189,229363,24,13.3,52.6,38.9,56.7,2.6,3.4,4.3,85.6,31.5,20008,19.3,61.4,24975,44790,21.2,784.25,292.5,288.4144087,194,26,41,8,36,12,1,19,4,1,226389,1.510674105,0.658076454,0.74,1486,0.202797269,-0.34,-0.04,0.187473,129392,66053
"52","Morgan","Alabama",11254,37486,13882,35986,13401,35309,3903,1349,0,4,8,11,22,21,13,18,18,28,119607,119490,23.1,15.9,50.8,83.5,12.5,0.7,7.9,5.1,81.4,19.9,9518,23.7,71.5,23764,44800,15.7,579.34,206.3,206.4538958,114,9,3,1,2,6,2,9,4,0,119656,1.253593635,0.698395888,0.75,386,-0.442338294,-0.08,0.11,0.183388,78247,44135
"53","Perry","Alabama",3824,1407,4423,1676,4536,1504,2599,389,0,0,0,0.42830119,0.608495678,0.378808181,0.523734835,0,0,0,9826,10591,22.4,17.9,53.4,31.1,67.5,0.4,1.3,0.5,70.2,10.4,670,26.8,67,13716,28209,25.6,719.66,14.7,13.65366979,9,1,1,0,0,0,0,0,0,0,9855,1.116184678,0.697336838,0.41,25,-0.568821609,-0.66,-0.11,0.146185,106896,43791
"54","Pickens","Alabama",3972,5456,4584,5426,4448,5119,2328,453,0,0,0,0.806097326,2,0,2,3,5,0,20365,19746,20.5,17.8,50.6,58.1,40.2,0.3,4.1,0.3,79.7,11,1610,29.3,72,17153,28741,27.2,881.41,22.4,23.1050249,22,0,0,0,0,1,0,1,2,0,20339,1.278332268,0.702109027,0.57,73,-0.278404613,-0.28,0.34,0.143207,102995,43456
"55","Pike","Alabama",5056,7693,5856,7981,6009,7939,2194,385,0,0,3,5,4,4,3,7,6,3,33389,32899,19.4,14.1,51.9,58.5,36.9,2.2,2.2,4,81,23,2516,18.7,57.8,19715,33090,27.6,672.09,48.9,49.67935842,29,0,1,0,0,0,0,2,2,0,33090,1.027500756,0.668481091,0.59,136,-0.558929059,-0.19,0.17,0.141661,101842,43390
"56","Randolph","Alabama",2291,7705,3062,7169,3076,7219,1236,328,0,0,5,1,3,2,2,6,6,5,22539,22913,22,19.6,51.4,77.6,20.2,0.3,2.9,1.7,72.6,11.1,1598,26.8,72.3,19830,35213,24.5,580.55,39.5,38.82352941,21,1,1,0,0,0,0,0,1,0,22486,1.067330784,0.638893998,0.64,56,-0.942618666,-0.12,0.11,0.124535,99065,42489
"57","Russell","Alabama",9579,9210,10078,8700,10495,8276,4382,989,0,4,5,6,10,8,6,10,8,6,59608,52947,25.3,12.5,51.3,53.1,42.9,0.8,5,2.2,80.4,16,5977,23.6,61.3,19678,36143,22,641.14,82.6,92.97189381,44,1,3,0,0,3,0,3,0,0,59712,0.904340836,0.558031103,0.68,120,-1.519919603,-0.55,-0.14,0.115157,104848,44974
"58","St.Clair","Alabama",5589,31651,6088,27630,5790,29001,1814,751,0,6,2,7,10,12,29,13,16,16,86697,83593,23,15.3,50.1,87.9,9.5,0.8,2.3,1.8,82,15.5,6928,30,81.5,23872,50786,15.2,631.9,132.3,137.2005064,67,2,4,0,0,0,0,2,2,0,86561,0.8895461,0.613476103,0.71,198,-1.266952975,NA,NA,0.096683,78417,42644
"59","Shelby","Alabama",22977,73020,20575,68945,19944,71243,6682,3767,0,11,13,13,45,39,46,23,27,31,206655,195085,24.4,13,51.2,84,12.1,2.2,6,6,91.2,40.3,13991,29,79,33313,68770,7.9,784.93,248.5,263.2782541,156,7,14,1,3,5,1,27,8,0,206199,1.076629858,0.699295743,0.8,638,-0.637362846,-0.08,0.1,0.102404,54436,44496
"60","Sumter","Alabama",4746,1581,5218,1723,5420,1585,2990,416,0,0,0,0,0.787952108,0.490018111,0.678188034,0,0,2,13166,13763,19.7,16.3,55,25.5,73.5,0.4,1.1,0.9,75.5,14.9,706,23.4,64.7,14156,22186,38,903.89,15.2,14.5659317,13,0,0,1,1,0,0,1,2,0,13243,1.359208639,0.682391769,0.48,91,0.312321927,-0.59,-0.09,0.089231,107644,44155
"61","Talladega","Alabama",12121,20614,13769,20109,13878,19217,5564,783,0,3,2,6,9,10,8,12,17,10,81322,82291,22.3,16.1,51.4,65.2,32.5,0.4,2.3,1.6,78.9,13,6691,23.9,71.2,19410,35439,22.9,736.78,111.7,110.3748745,82,5,2,1,0,5,1,0,2,0,81258,1.206035098,0.636762072,0.71,240,-0.771618878,-0.12,0.09,0.08735,95986,46362
"62","Tallapoosa","Alabama",5519,13594,6052,13105,6252,12303,2658,308,0,2,0,8,3,3,10,3,5,6,41165,41616,21.1,19.6,51.4,70.6,27.3,0.5,2.3,1.9,79.2,16.3,3631,23.9,72.2,21434,39130,19.8,716.52,58.1,57.45129236,53,1,1,0,0,0,1,1,2,0,41112,1.435104106,0.681303986,0.66,120,-0.370970614,-0.37,0.16,0.087349,96404,43931
"63","Tuscaloosa","Alabama",31762,47723,32738,45351,32003,45703,12141,3446,0,9,11,14,34,33,33,16,16,24,202212,194656,21.1,11.7,51.7,66,31,1.5,3.3,3.5,86.6,27,12198,21.8,64.4,22637,45408,18.9,1321.76,147.3,152.9869265,188,15,7,1,2,10,2,17,6,0,202519,1.224576459,0.641048177,0.74,773,-0.598499258,-0.45,-0.01,0.079849,88518,50276
"64","Walker","Alabama",4497,24266,7418,20719,6551,21633,147,86,0,3,4,4,36,24,13,14,18,15,65471,67023,22.1,18.2,51.4,91.3,6.4,0.4,2.3,1.2,76.4,10.5,5353,29.3,75,20698,37566,20.9,791.19,84.7,82.75003476,80,1,2,0,0,3,1,4,1,0,65567,1.403144875,0.617399944,0.7,211,-0.625350464,0.08,0.17,0.073968,84710,41642
"65","Washington","Alabama",2374,6042,3032,5592,2971,5749,1518,568,0,2,2,0,0.989990427,0,0.852229415,0,6,3,16834,17581,22.5,17,51.2,66,24.6,0.1,1.4,0.9,80.5,9.5,1025,31.8,86.5,20395,42156,18.4,1080.21,16.3,15.58400681,22,0,1,0,0,3,0,0,1,0,16863,1.601138587,0.62398807,0.53,63,-0.271338507,0.24,0.32,0.06844,100811,42531
"66","Wilcox","Alabama",4339,1742,4553,1849,4867,1676,3337,410,0,0,1,1,0.681991704,0.424790521,0.587347702,1,0,1,11098,11670,24.8,17.7,52.4,28.1,71,0.1,1,0.1,76.1,11.1,462,21.6,74.5,13379,23642,39.2,888.5,13.1,12.49071469,8,0,1,0,0,2,0,0,0,0,11052,0.995294969,0.69979716,0.47,58,-0.219755926,-0.58,-0.07,0.056892,107076,44508
"67","Winston","Alabama",872,9228,1756,8099,1286,8310,303,139,0,0,0,2,5,4,3,4,2,4,24150,24484,20.9,20,50.9,96.3,1,0.3,2.9,1.1,72.7,10.4,1721,27,74.9,18995,32900,24,612.98,39.9,39.3976965,24,0,1,0,0,0,1,1,0,0,24101,1.120285465,0.585107663,0.57,66,-1.049316881,0.14,0.21,0.051112,96123,41745
"68","District1","Alaska",2573,3180,NA,NA,NA,NA,47,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103872,41450
"69","District2","Alaska",1585,3188,NA,NA,NA,NA,17,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102876,41527
"70","District3","Alaska",1241,5403,NA,NA,NA,NA,10,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100317,41500
"71","District4","Alaska",4162,4070,NA,NA,NA,NA,102,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104571,41158
"72","District5","Alaska",3187,3683,NA,NA,NA,NA,57,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103983,41265
"73","District6","Alaska",2536,4929,NA,NA,NA,NA,0,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102086,41386
"74","District7","Alaska",1510,5935,NA,NA,NA,NA,29,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100054,41494
"75","District8","Alaska",1218,6126,NA,NA,NA,NA,12,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99571,41495
"76","District9","Alaska",1843,6100,NA,NA,NA,NA,41,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100222,41492
"77","District10","Alaska",1808,6255,NA,NA,NA,NA,21,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100032,41490
