"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","total_votes_16","total_votes_08","total_votes_12","primary_total","suicides_16_scaled","alcohol_08_scaled","alcohol_12_scaled","alcohol_16_scaled","drug_08_scaled","drug_12_scaled","drug_16_scaled","suicides_08_scaled","suicides_12_scaled","religious_14_scaled","civic_14_scaled","business_14_scaled","political_14_scaled","professsional_14_scaled","labor_14_scaled","bowling_14_scaled","recreation_14_scaled","golf_14_scaled","sports_14_scaled","non_profits_14_scaled","total_mort_08","total_mort_12","total_mort_16","total_mort_08_scaled","total_mort_12_scaled","total_mort_16_scaled","trump_over_romney","trump_over_mccain","trump_over_hillary"
"216","Lassen","California",2224,7574,3586,7483,3044,7261,812,1023,0,4,6,7,13,7,12,7,6,8,31749,34895,17,12.5,36.3,81.6,8.8,1.4,18.5,7,79.4,13.1,3119,19.4,62.9,19931,53107,16.9,4541.18,7.7,6.99135467,11,3,4,0,0,0,0,4,0,0,31732,0.693306441,0.756050955,0.67,166,-0.332813637,0.48,0.01,0.267092,9798,11069,10305,1835,25.1976440202841,12.5988220101421,18.8982330152131,22.0479385177486,40.9461715329617,22.0479385177486,37.7964660304262,22.0479385177486,18.8982330152131,34.6467605278906,9.44911650760654,12.5988220101421,0,0,0,0,12.5988220101421,0,0,522.851113420895,24,19,27,0.000687777618569996,0.000544490614701247,0.000850420485684589,313,91,5350
"217","LosAngeles","California",2464364,769743,1938744,826512,1672164,699600,780013,639886,0,1052,1114,1277,733,721,870,810,769,843,10116705,9818605,22.8,12.2,50.7,71.3,9.2,14.8,48.4,35.1,76.6,29.7,331642,29.3,46.9,27749,55909,17.8,4057.88,2419.6,2493.101077,3275,546,283,76,135,283,46,845,114,37,10109436,0.557894624,0.6685109,0.73,37547,-1.098073019,NA,NA,0.243706,3234107,2765256,2371764,1419899,8.33275261065732,10.3986426410575,11.011490401272,12.6226869321582,7.24544206834142,7.12682637281605,8.59963792558941,8.00655944796255,7.60128915491754,32.3722002371325,5.39701414640439,2.79735348614,0.751232738327351,1.33442657466043,2.79735348614,0.454693499513923,8.35252189324489,1.12684910749103,0.365731727869894,371.138626657593,2595,2604,2990,0.000264294163987654,0.000265210791145993,0.00029555077468405,70143,-56769,-1694621
"218","Madera","California",17029,23357,14997,20251,12698,18990,5808,4852,0,20,25,22,11,25,20,14,26,14,154548,150865,27.6,12.8,51.9,86,4.3,2.5,56.1,21.5,68.5,13.6,8266,25.5,60.8,17847,45625,22.8,2137.07,70.6,72.31770602,44,6,8,0,0,1,1,7,5,0,154562,0.465832481,0.74129307,0.73,426,-1.046490438,-0.08,-0.07,0.236698,40386,35248,31688,10660,9.05867432771696,12.9409633253099,16.1762041566374,14.2350596578409,7.11752982892046,16.1762041566374,12.9409633253099,9.05867432771696,16.8232523229029,28.4701193156819,3.88228899759298,5.17638533012397,0,0,0.647048166265497,0.647048166265497,4.52933716385848,3.23524083132748,0,275.642518829102,45,76,56,0.000298279919133,0.000503761641202399,0.000362346973108678,4367,3106,6328
"219","Marin","California",108707,21771,93772,24478,73450,23347,43283,33214,0,36,27,29,33,37,41,41,32,47,260750,252409,20.5,19.4,51.2,86,2.9,6.1,16,19,92.4,54.6,15439,28.6,62.8,56791,90839,7.7,520.31,485.1,501.143549,73,31,16,5,7,8,1,66,6,4,260550,0.832853579,0.867705209,0.77,2191,0.767379214,0.19,-0.32,0.229025,130478,118250,96797,76497,18.0249280920422,13.8063279002876,10.3547459252157,11.1217641418984,12.6558005752637,14.189837008629,15.7238734419942,15.7238734419942,12.2722914669223,27.9961649089166,11.888782358581,6.13614573346117,1.91754554170662,2.68456375838926,3.06807286673058,0.383509108341323,25.3116011505273,2.30105465004794,1.53403643336529,840.268456375839,110,96,117,0.000435800625175806,0.000380335091062522,0.000448705656759348,-1576,-2707,-86936
"220","Mariposa","California",3122,5185,3766,4880,3080,4434,1102,1355,0,2,0,3,3,6,5,7,5,7,17682,18251,16.7,24.5,49.2,90.1,1.1,1.4,10.3,4.7,87.7,21.3,2153,32,71.6,26988,49820,16.1,1448.82,12.6,12.20441463,11,1,4,0,0,0,0,2,0,0,17636,1.020639601,0.833951075,0.57,146,0.844399779,0.24,0.06,0.225372,8307,8646,7514,2457,39.5882818685669,11.3109376767334,0,16.9664065151001,16.9664065151001,33.9328130302002,28.2773441918335,39.5882818685669,28.2773441918335,62.2101572220337,5.6554688383667,22.6218753534668,0,0,0,0,11.3109376767334,0,0,825.698450401538,12,11,15,0.000657498219275656,0.000602706701002685,0.000848320325755005,751,305,2063
"221","Mendocino","California",22079,10888,15963,6256,11869,5129,6048,12259,0,21,19,24,20,5,29,25,13,20,87869,87841,21.9,18.9,50.2,86.3,1,2.2,24.1,12.5,85.2,22,6798,18.6,58.2,23306,43469,20,3506.34,25.1,25.06003411,43,10,5,0,0,2,1,14,0,0,87683,0.855353945,0.703647142,0.71,653,-0.033917313,-0.43,-0.24,0.206903,32967,22219,16998,18307,22.7611558114921,23.8992136020667,21.6230980209175,27.3133869737905,22.7611558114921,5.69028895287303,33.0036759266636,28.4514447643651,14.7947512774699,48.936484994708,11.3805779057461,5.69028895287303,0,0,2.27611558114921,1.13805779057461,15.9328090680445,0,0,743.151737245217,66,37,73,0.000751357566512221,0.000421215605468972,0.000830782187119462,5759,4632,-11191
"222","Merced","California",37317,28725,28152,23994,26128,23403,10839,9273,0,23,36,32,27,37,43,17,29,33,266353,255793,30,10.5,49.5,82,4.2,8.1,57.5,25.6,66.7,12.6,11102,26.3,53.6,18177,42591,25.4,1934.97,132.2,137.6522633,63,11,9,0,2,0,1,16,4,0,266087,0.398365948,0.627535646,0.74,653,-1.631564093,-0.04,-0.21,0.206288,66042,52146,49531,20112,12.3895732355183,8.63515710354304,13.5158980751108,12.0141316223208,10.1369235563331,13.8913396883084,16.1439893674935,6.3825074243579,10.8878067827282,23.652821631444,4.12985774517276,3.37897451877771,0,0.750883226395047,0,0.375441613197524,6.00706581116038,1.50176645279009,0,245.163373417983,67,102,108,0.000261930545401946,0.000398759934791022,0.000405476942253325,5322,4731,-8592
"223","Modoc","California",877,2696,1311,2980,1113,2779,281,349,0,5,2,5,4,4,2,1,2,3,9023,9686,20.1,23.2,49.5,88.9,1.2,1.2,14.8,7.1,84.8,18.7,996,16.9,68.8,21200,36212,21,3917.77,2.5,2.303095894,4,0,1,0,0,0,0,0,0,0,9015,0.55463117,0.743795484,0.57,65,-0.130016368,0.68,0.31,0.193154,3573,4291,3892,630,33.2483652887066,55.4139421478444,22.1655768591378,55.4139421478444,44.3311537182755,44.3311537182755,22.1655768591378,11.0827884295689,22.1655768591378,44.3311537182755,0,11.0827884295689,0,0,0,0,0,0,0,720.381247921977,10,8,10,0.00103241792277514,0.000825934338220111,0.00110827884295689,-83,-284,1819
"224","Mono","California",2773,2111,2827,2159,2574,2202,799,1038,0,2,1,3,0,1,3,1,1,1,13997,14202,19.5,11.8,46.7,91.6,0.8,1.8,27.9,17,83.8,29.8,850,16.2,55.6,28046,61757,8.5,3048.98,4.7,4.590715584,4,1,2,1,0,0,0,2,0,0,14057,0.711389343,0.865953535,0.27,96,0.553982784,0.75,-0.03,0.192534,4884,4986,4776,1837,7.14438808316068,14.2887761663214,7.14438808316068,21.433164249482,0,7.14438808316068,21.433164249482,7.14438808316068,7.14438808316068,28.5775523326427,7.14438808316068,14.2887761663214,7.14438808316068,0,0,0,14.2887761663214,0,0,685.861255983425,3,3,7,0.000211237853823405,0.000211237853823405,0.000500107165821247,-91,-48,-662
"225","Monterey","California",89088,34895,61837,27321,51712,25087,29730,26073,0,39,32,66,47,45,53,46,39,36,431344,415057,26.4,12,49,82.6,3.5,6.9,57.4,29.9,71,23,21572,22.5,49.7,24775,59168,17,3280.6,126.5,131.4832653,106,29,20,3,3,18,2,24,14,0,431293,0.507775457,0.742786698,0.7,1692,-0.790697367,0.14,-0.31,0.188669,123983,89158,76799,55803,8.3460068993657,9.04150747431285,7.41867279943618,15.3010126488371,10.8961756741719,10.4325086242071,12.2871768240662,10.6643421491895,9.04150747431285,24.5743536481323,6.72317222448904,4.63667049964761,0.695500574947142,0.695500574947142,4.17300344968285,0.463667049964761,5.56400459957714,3.24566934975333,0,392.262324270188,132,116,155,0.000318028608118885,0.000279479685922656,0.00035934196372269,9808,7574,-54193
"226","Napa","California",39199,17411,28212,14251,19964,11647,13583,11682,0,23,16,37,16,18,12,19,21,12,141667,136484,21.8,16.8,50.3,84.8,2.4,8.1,33.7,22.4,83.1,31.3,9410,23.6,60.6,34795,70443,10.1,748.36,182.4,189.3032765,51,12,9,1,1,2,1,25,6,1,141551,0.77004048,0.784769672,0.75,809,-0.089739558,0.44,-0.1,0.176206,56610,42463,31611,25265,8.47056830454517,16.2352559170449,11.2940910727269,26.1175856056809,11.2940910727269,12.7058524568177,8.47056830454517,13.4117331488632,14.823494532954,35.999915294317,8.47056830454517,6.35292622840887,0.70588069204543,0.70588069204543,1.41176138409086,0.70588069204543,17.6470173011358,4.23528415227258,0.70588069204543,571.057479864753,58,55,61,0.000424958236862929,0.000402977638404502,0.000430587222147713,5764,3160,-21788
"227","Nevada","California",26053,23365,23035,20899,14261,15696,8175,13827,0,15,15,22,13,25,18,17,25,17,98893,98764,17.8,23.4,50.8,93.6,0.6,1.4,9.2,6,94.3,32.3,10085,24.6,72.6,32346,57353,12,957.77,103.1,103.2533907,45,10,8,0,4,0,1,18,8,0,98763,0.951773437,0.82217237,0.69,693,0.474135776,0.01,-0.35,0.172754,49418,43934,29957,22002,17.1902965831758,15.167908749861,15.167908749861,22.2462661664627,13.1455209165462,25.2798479164349,18.2014904998332,17.1902965831758,25.2798479164349,45.5037262495829,10.111939166574,8.08955133325918,0,4.04477566662959,0,1.0111939166574,18.2014904998332,8.08955133325918,0,700.757384243576,45,65,57,0.000455631606658297,0.000658134542950873,0.000576380532494717,7669,2466,-2688
"228","Orange","California",609961,507148,433988,469124,457077,541592,171593,156235,0,274,267,327,327,323,429,290,300,320,3145515,3010232,23,13.1,50.6,73.5,2.1,19.6,34.3,30.4,83.8,36.8,131229,26.3,58.7,34057,75422,12.4,790.57,3807.7,3978.793782,1075,136,99,10,38,64,15,356,47,13,3144961,0.589196496,0.667060804,0.75,11796,-1.076874698,-0.08,-0.49,0.158066,1117109,903112,998669,327828,10.1732148789626,8.71081524011172,8.48827616463441,10.3957539544399,10.3957539544399,10.2685887684529,13.6384661971092,9.21947598405984,9.53738894902743,34.1756437340149,4.3236163235591,3.14733835317905,0.317912964967581,1.20806926687681,2.03464297579252,0.476869447451371,11.3177015528459,1.49419093534763,0.413286854457855,375.010133475758,891,890,1076,0.000295990475152746,0.000295658274843932,0.000342074350305117,-34444,38024,-102813
"229","Placer","California",73509,95138,64460,80209,49126,74460,25249,20916,0,38,32,62,42,39,52,46,43,56,371694,348432,22.9,17.8,51.2,85.9,1.7,7.1,13.5,10.6,93.6,35.1,29780,26.9,70.6,34886,72725,8.7,1407.01,247.6,264.1729625,160,16,19,5,2,11,2,53,17,1,371105,0.770671373,0.821278595,0.72,1594,-0.17311962,0.52,-0.25,0.138103,168647,144669,123586,46165,15.0661565696514,10.2234633865492,8.60923232551507,16.6803876306855,11.2996174272385,10.4925018967215,13.990002528962,12.3757714679279,11.5686559374109,43.0461616275754,4.30461616275754,5.11173169327458,1.34519255086173,0.538077020344692,2.95942361189581,0.538077020344692,14.2590410391343,4.57365467292988,0.269038510172346,428.84738521472,126,114,170,0.000361620057859209,0.000327180052348808,0.000457365467292988,20678,14929,21629
"230","Plumas","California",3459,5420,4715,6034,3670,5240,1211,1475,0,1,7,5,5,9,1,3,4,6,18606,20007,17.2,24.7,49.8,90.9,1.2,1.1,8.4,5.1,89.9,22.6,2276,22.9,69.7,29806,45794,15.2,2553.04,7.8,7.287782408,13,2,5,0,1,1,2,3,8,0,18570,1.884760366,0.759467836,0.54,189,1.652055803,0.15,-0.11,0.137111,8879,10749,8910,2686,32.2476620445018,5.3746103407503,37.6222723852521,26.8730517037515,26.8730517037515,48.3714930667527,5.3746103407503,16.1238310222509,21.4984413630012,69.8699344297538,10.7492206815006,26.8730517037515,0,5.3746103407503,5.3746103407503,10.7492206815006,16.1238310222509,42.9968827260024,0,1015.80135440181,9,20,12,0.000449842555105713,0.00099965012245714,0.000644953240890035,180,-614,1961
"231","Riverside","California",373695,333243,210905,197517,287754,290227,112526,85918,0,232,264,320,230,302,377,204,266,284,2329271,2189641,26.3,13.2,50.3,80.5,7,6.8,47.4,21.9,79.6,20.5,135139,32,66.5,23591,56529,16.2,7206.48,303.8,323.218964,550,75,36,6,13,28,12,152,93,4,2328329,0.416178298,0.701614895,0.7,5798,-1.290271127,-0.5,-0.51,0.118917,706938,408422,577981,198444,12.1926559854993,9.96019784730931,11.3340182400416,13.7382039273232,9.87433407276354,12.9654299564113,16.1853215018776,8.75810500366853,11.4198820145874,23.6125380000867,3.21989154546637,1.54554794182386,0.25759132363731,0.558114534547504,1.20209284364078,0.515182647274619,6.52564686547851,3.9926655163783,0.17172754909154,248.919082408187,666,832,981,0.000304159448969032,0.000379970963276628,0.000421161814147001,43016,135726,-40452
"232","Sacramento","California",326023,189789,253581,172431,221063,157688,109898,89428,0,167,196,200,268,228,252,188,183,192,1482026,1418788,24.4,12.8,51.1,64.6,10.9,15.8,22.5,19.9,85.9,28,94398,25.7,56.7,26739,55064,17.6,964.64,1470.8,1536.351385,472,86,137,70,77,75,6,129,22,5,1481474,0.728328678,0.739461639,0.75,6550,-0.537730738,-0.04,-0.33,0.113472,515812,426012,378751,199326,12.955238302162,11.2683583149014,13.2251391001237,13.4950398980855,18.0833534634345,15.3843454838174,17.0037502715877,12.6853375042003,12.3479615067482,31.8482941594817,5.80286715617675,9.24410233018854,4.72326396432991,5.1955903607629,5.06063996178205,0.404851196942564,8.70430073426512,1.4844543887894,0.337375997452136,441.962556662299,623,607,644,0.000439107181622624,0.000427829950633921,0.000434540284718352,32101,17358,-136234
"233","SanBenito","California",12521,7841,5940,3566,8617,6052,4112,3380,0,7,8,3,1,6,2,4,5,4,58267,55269,26.8,11.4,49.8,88.4,1.3,3.5,58.3,20.1,76.9,18.2,2715,30.2,61.6,25914,66237,11.9,1388.71,39.8,41.95764414,13,3,4,0,0,0,0,2,2,0,58308,0.411607327,0.716478555,0.75,201,-1.085354026,NA,NA,0.111431,20362,9506,14669,7492,6.86494928518715,12.0136612490775,13.7298985703743,5.14871196389037,1.71623732129679,10.2974239277807,3.43247464259358,6.86494928518715,8.58118660648394,22.3110851768583,5.14871196389037,6.86494928518715,0,0,0,0,3.43247464259358,3.43247464259358,0,344.963701580655,12,19,9,0.000217119904467242,0.000343773182073133,0.000154461358916711,1789,4275,-4680
"234","SanBernardino","California",340833,271240,237831,214031,274203,245468,96076,77706,0,268,265,301,237,204,221,203,224,229,2112619,2035210,27.2,10.3,50.2,77.3,9.5,7.3,51.7,21.1,78.2,18.7,104576,29.9,61.9,21332,54090,18.7,20056.94,101.5,105.3310724,554,85,43,3,17,59,14,112,18,2,2110386,0.429779197,0.682867513,0.71,5462,-1.341853708,NA,NA,0.111403,612073,451862,519671,173782,10.8396260755015,12.6856759311546,12.5436720961044,14.2477181167073,11.2183029689688,9.65626078341622,10.4609491820342,9.60892617173281,10.6029530170845,26.2233748726107,4.02344199309009,2.03538830238675,0.142003835050239,0.804688398618019,2.79274208932136,0.66268456356778,5.30147650854224,0.852023010301431,0.0946692233668257,258.541649014801,708,693,751,0.000347875649195906,0.000340505402390908,0.000355482933742431,25772,57209,-69593
"235","SanDiego","California",735476,477766,559983,462191,478386,431046,215655,199716,0,384,416,478,378,434,462,365,409,415,3263431,3095313,22.3,12.7,49.8,76.3,5.6,11.9,33.2,23.4,85.5,34.6,234211,24.4,53.8,30668,62962,14.4,4206.63,735.8,775.7827525,978,193,121,20,55,74,10,357,55,9,3265700,0.573230854,0.762770993,0.72,12111,-0.693185091,NA,NA,0.111099,1213242,1022174,909432,415371,12.7166776316092,11.7667571338263,12.7473202283119,14.6471612238776,11.5829015536103,13.29888696896,14.1568796766348,11.1845477964756,12.5328220513932,29.9684595752139,5.91402116361584,3.7077542010234,0.612851934053455,1.685342818647,2.26755215599778,0.306425967026727,10.9394070228542,1.685342818647,0.275783370324055,371.11248866607,1127,1259,1355,0.000364098881114769,0.000406744002948975,0.000415207185321216,46720,15575,-257710
"236","SanFrancisco","California",345084,37688,253375,40829,267857,42654,116359,99594,0,96,96,108,193,145,196,93,73,114,852469,805235,13.4,14.4,49.1,53.8,5.8,34.9,15.3,35.6,86.3,52.4,29478,30.5,36.6,48486,75604,13.5,46.87,17179.1,18187.94538,266,164,42,23,51,58,2,133,9,3,852537,0.880900184,0.722263436,0.72,6124,0.016252046,NA,NA,0.110057,382772,294204,310511,215953,13.3729203056064,11.2614065731422,11.2614065731422,12.669082394785,22.6401194647547,17.0094161781836,22.9920384201654,10.9094876177316,8.56336124832692,31.2034807130816,19.238236229118,4.92686537574973,2.69804532481533,5.98262224198182,6.80376647127344,0.234612636940464,15.6017403565408,1.05575686623209,0.351918955410695,718.383894311699,382,314,418,0.00047439567331276,0.000389948275969127,0.000490340411205569,-4966,-3141,-307396
"237","SanJoaquin","California",121124,88936,90851,74318,80005,66742,38212,28523,0,66,73,85,107,105,117,74,75,74,715597,685306,27.8,11.8,50.2,68.1,8.1,15.9,40.5,23.1,77.3,18.1,35277,29.4,58.3,22589,53380,18.2,1391.32,492.6,514.3295575,213,30,19,0,6,23,4,42,13,0,715114,0.489432454,0.698615036,0.72,2170,-1.149655599,NA,NA,0.109643,210060,165169,146747,66735,10.3410159628953,9.22306829123096,10.2012725039373,11.8781940114338,14.9525501085108,14.6730631905947,16.3499846980912,10.3410159628953,10.4807594218534,29.7653567580635,4.19230376874134,2.65512572020285,0,0.838460753748269,3.21409955603503,0.558973835832179,5.86922527623788,1.81666496645458,0,303.243305938957,247,253,276,0.000360422935155974,0.000369178148155714,0.000385691946724204,22194,14618,-32188
"238","SanLuisObispo","California",67107,56164,63159,57550,57655,56500,21637,24379,0,38,49,33,28,39,46,32,50,60,279083,269637,18.1,17.5,49.1,89,2.2,3.8,22,10.4,89.6,31.5,21244,21.1,58.4,29954,58697,14.3,3298.57,81.7,84.60726921,126,30,22,0,6,9,3,38,13,0,279116,0.884936729,0.792153995,0.75,1559,0.021198321,NA,NA,0.109138,123271,120709,114155,46016,21.4989805900037,13.6160210403357,17.5575008151697,11.824439324502,10.0328576086684,13.9743373835024,16.4825517856695,11.4661229813353,17.9158171583364,45.1478592390078,10.7494902950018,7.88295954966802,0,2.14989805900037,3.22484708850055,1.07494902950018,13.6160210403357,4.65811246116747,0,558.615178996929,98,138,139,0.000363451603452049,0.000511799196697783,0.000498059717001752,-336,-1386,-10943
"239","SanMateo","California",237882,57929,166334,56100,151036,56244,79756,55367,0,84,56,71,57,57,54,71,60,65,758581,718451,21.5,14.7,50.8,62.5,3,27.7,25.3,34,88.6,44.4,32332,25.7,59.4,45732,88202,7.6,448.41,1602.2,1691.712941,184,57,24,8,18,28,5,110,11,5,758333,0.593406854,0.790404054,0.76,3282,-0.46848289,NA,NA,0.108764,295811,222434,207280,135123,8.56863011333002,11.0733066079957,7.38220440533048,9.35958058532971,7.51402948399709,7.51402948399709,7.11855424799725,9.35958058532971,7.90950471999694,24.2558144746573,7.51402948399709,3.16380188799878,1.05460062933293,2.37285141599908,3.69110220266524,0.659125393333078,14.5007586533277,1.45007586533277,0.659125393333078,432.649908183833,212,173,190,0.000295079274717413,0.000240795823236379,0.00025046764946657,1685,1829,-179953
"240","SantaBarbara","California",107142,56365,95677,61099,84279,59096,31927,35717,0,57,65,61,45,51,72,40,52,53,440668,423895,22.4,14,49.9,85.9,2.4,5.7,44.4,23.4,79.1,31.3,26102,19.4,52.6,30352,62779,16,2735.09,155,161.1164532,184,43,27,2,9,15,2,54,14,1,441228,0.795507085,0.800611783,0.74,2514,-0.000706611,NA,NA,0.107969,163507,156776,143375,67644,12.0271950765656,12.9349079125328,14.7503335844672,13.8426207485,10.2117694046312,11.573338658582,16.3388310474098,9.07712835967213,11.8002668675738,41.7547904544918,9.75791298664754,6.12706164277869,0.453856417983607,2.04235388092623,3.40392313487705,0.453856417983607,12.2541232855574,3.17699492588525,0.226928208991803,570.497517405394,142,168,186,0.000334988617464231,0.000396324561506977,0.000422086468724754,-2731,-4734,-50777
"241","SantaClara","California",511684,144826,386279,158630,343239,136347,159480,116193,0,185,199,176,122,156,162,161,151,147,1894605,1781642,23.1,12.2,49.7,56.4,2.9,34.9,26.6,37.1,86.5,46.5,66749,25,57.5,41513,91702,10.2,1290.1,1381,1468.572204,505,105,71,7,34,49,8,242,22,9,1896040,0.554840615,0.786331506,0.77,8361,-0.50946631,NA,NA,0.107905,656510,544909,479586,275673,7.758873221595,9.76456834010255,10.5035086469211,9.28953528571919,6.43933695941898,8.23390627597837,8.55059497890062,8.49781352841357,7.96999902354317,26.6546324959556,5.54205230113929,3.7474829845799,0.369470153409286,1.79456931655939,2.586291073865,0.422251603896327,12.7731110178639,1.1611919107149,0.475033054383367,441.305707522148,468,506,485,0.000262679034284104,0.000284007673819993,0.000255990034862148,8479,-13804,-366858
"242","SantaCruz","California",95249,22438,78495,20063,61106,17132,29520,42940,0,43,48,42,32,55,48,32,38,49,271804,262382,20.1,13.5,50.4,87.7,1.4,4.8,33.2,18.3,84.9,37,12471,25.4,58.8,32295,66519,14.6,445.17,589.4,610.5622571,100,22,16,2,7,6,1,38,6,0,271401,0.729547791,0.757582448,0.74,1418,-0.319388034,NA,NA,0.107824,117687,98558,78238,72460,18.0276964283086,15.8202233962708,17.6597842563023,15.4523112242645,11.7731895042016,20.2351694603464,17.6597842563023,11.7731895042016,13.9806625362393,36.7912172006299,8.09406778413857,5.88659475210078,0.735824344012597,2.57538520404409,2.20747303203779,0.367912172006299,13.9806625362393,2.20747303203779,0,521.699459904932,107,141,139,0.000407802364491467,0.000537384424236419,0.000511397919088755,5306,2375,-72811
"243","Shasta","California",22301,51778,24322,41482,18184,34561,7809,9026,0,39,43,49,57,52,43,35,42,37,179804,177223,21.6,19.2,51,88.5,1.1,3,9.4,5.2,88.4,18.8,17765,20.1,64.2,23670,44651,17.5,3775.4,46.9,47.6251523,85,13,12,0,3,9,4,16,8,0,179747,0.834506278,0.761560333,0.76,942,-0.21339643,0.14,-0.05,0.103838,74079,65804,52745,16835,20.5779626704634,21.6902849769749,23.914929589998,27.2518965095326,31.7011857355787,28.9203799692999,23.914929589998,19.4656403639519,23.3587684367422,47.2736980267402,7.23009499232498,6.67393383906921,0,1.6684834597673,5.00545037930191,2.22464461302307,8.89857845209228,4.44928922604614,0,523.903806366933,131,137,129,0.0007391817089204,0.000773037359710647,0.00071744788769994,17217,10296,29477
"244","Sierra","California",601,1048,743,1157,652,1056,224,297,0,0,1,2,0,0,0,1,1,2,3003,3240,15.7,26.8,50,94.8,0.4,0.5,9.7,7.1,89.4,18.5,440,27.5,77.8,24996,39009,19.4,953.21,3.4,3.15040757,1,0,0,1,0,0,0,0,0,0,2979,0.67136623,0.771711092,0.45,40,1.206891066,NA,NA,0.100371,1649,1900,1708,521,66.6000666000666,0,33.3000333000333,66.6000666000666,0,0,0,33.3000333000333,33.3000333000333,33.3000333000333,0,0,33.3000333000333,0,0,0,0,0,0,1332.00133200133,1,2,4,0.000308641975308642,0.000617283950617284,0.00133200133200133,-8,-109,447
