county,state,Obama_08,McCain_08
Bedford,Virginia,"11,017","24,420"
BedfordCity,Virginia,"1,208","1,497"
Bland,Virginia,864,"2,031"
Botetourt,Virginia,"5,693","11,471"
Bristol,Virginia,"2,665","4,579"
Brunswick,Virginia,"4,973","2,877"
Buchanan,Virginia,"4,063","4,541"
Buckingham,Virginia,"3,489","3,428"
BuenaVista,Virginia,"1,108","1,282"
Campbell,Virginia,"8,091","17,444"
Caroline,Virginia,"7,163","5,617"
Carroll,Virginia,"4,108","8,186"
CharlesCity,Virginia,"2,838","1,288"
Charlotte,Virginia,"2,705","3,372"
Charlottesville,Virginia,"15,705","4,078"
Chesapeake,Virginia,"53,993","52,624"
Chesterfield,Virginia,"74,310","86,413"
Clarke,Virginia,"3,457","3,840"
ColonialHeights,Virginia,"2,562","6,161"
Covington,Virginia,"1,304","1,020"
Craig,Virginia,876,"1,695"
Culpeper,Virginia,"8,802","10,711"
Cumberland,Virginia,"2,255","2,418"
Danville,Virginia,"12,352","8,361"
Dickenson,Virginia,"3,278","3,324"
Dinwiddie,Virginia,"6,246","6,526"
Emporia,Virginia,"1,702",897
Essex,Virginia,"2,934","2,379"
Fairfax,Virginia,"310,359","200,994"
FairfaxCity,Virginia,"6,571","4,686"
FallsChurch,Virginia,"4,695","1,970"
Fauquier,Virginia,"14,616","19,227"
Floyd,Virginia,"2,937","4,441"
Fluvanna,Virginia,"6,185","6,420"
Franklin,Virginia,"9,618","15,414"
FranklinCity,Virginia,"2,817","1,575"
Frederick,Virginia,"12,961","20,149"
Fredericksburg,Virginia,"6,155","3,413"
Galax,Virginia,"1,052","1,317"
Giles,Virginia,"3,192","4,462"
Gloucester,Virginia,"6,916","12,089"
Goochland,Virginia,"4,813","7,643"
Grayson,Virginia,"2,480","4,540"
Greene,Virginia,"3,174","4,980"
Greensville,Virginia,"3,122","1,729"
Halifax,Virginia,"8,126","8,600"
Hampton,Virginia,"46,917","20,476"
Hanover,Virginia,"18,447","37,344"
Harrisonburg,Virginia,"8,444","6,048"
Henrico,Virginia,"86,262","67,340"
Henry,Virginia,"11,118","13,758"
Highland,Virginia,590,930
Hopewell,Virginia,"5,285","4,149"
IsleofWight,Virginia,"8,573","11,258"
JamesCity,Virginia,"17,352","20,912"
KingandQueen,Virginia,"1,918","1,763"
KingGeorge,Virginia,"4,473","5,888"
KingWilliam,Virginia,"3,344","4,966"
Lancaster,Virginia,"3,235","3,647"
Lee,Virginia,"3,219","5,825"
Lexington,Virginia,"1,540",914
Loudoun,Virginia,"74,607","63,328"
Louisa,Virginia,"6,978","8,182"
Lunenburg,Virginia,"2,703","2,900"
Lynchburg,Virginia,"16,269","17,638"
Madison,Virginia,"2,862","3,758"
Manassas,Virginia,"7,518","5,975"
ManassasPark,Virginia,"2,463","1,634"
Martinsville,Virginia,"4,139","2,311"
Mathews,Virginia,"1,943","3,456"
Mecklenburg,Virginia,"7,127","7,817"
Middlesex,Virginia,"2,391","3,545"
Montgomery,Virginia,"21,027","19,026"
Nelson,Virginia,"4,391","3,647"
NewKent,Virginia,"3,493","6,385"
NewportNews,Virginia,"51,972","28,667"
Norfolk,Virginia,"62,819","24,814"
Northampton,Virginia,"3,800","2,713"
Northumberland,Virginia,"3,312","4,041"
Norton,Virginia,743,744
Nottoway,Virginia,"3,413","3,499"
Orange,Virginia,"7,107","8,506"
Page,Virginia,"4,235","6,041"
Patrick,Virginia,"2,879","5,491"
Petersburg,Virginia,"13,774","1,583"
Pittsylvania,Virginia,"11,401","18,724"
Poquoson,Virginia,"1,748","5,229"
Portsmouth,Virginia,"32,322","13,983"
Powhatan,Virginia,"4,237","10,088"
PrinceEdward,Virginia,"5,101","4,174"
PrinceGeorge,Virginia,"7,130","8,752"
PrinceWilliam,Virginia,"93,386","67,589"
Pulaski,Virginia,"5,918","8,857"
Radford,Virginia,"2,930","2,418"
Rappahannock,Virginia,"2,105","2,227"
Richmond,Virginia,"1,618","2,092"
RichmondCity,Virginia,"73,180","18,472"
Roanoke,Virginia,"19,812","30,571"
RoanokeCity,Virginia,"24,934","15,394"
Rockbridge,Virginia,"4,347","5,732"
Rockingham,Virginia,"10,453","22,468"
Russell,Virginia,"4,931","6,389"
Salem,Virginia,"5,164","7,088"
Scott,Virginia,"2,725","6,980"
Shenandoah,Virginia,"6,903","11,995"
Smyth,Virginia,"4,239","7,817"
Southampton,Virginia,"4,402","4,583"
Spotsylvania,Virginia,"24,897","28,610"
Stafford,Virginia,"25,716","29,221"
Staunton,Virginia,"5,569","5,330"
Suffolk,Virginia,"22,233","18,592"
Surry,Virginia,"2,626","1,663"
Sussex,Virginia,"3,301","2,026"
Tazewell,Virginia,"5,596","11,201"
VirginiaBeach,Virginia,"98,763","100,225"
Warren,Virginia,"6,997","8,879"
Washington,Virginia,"8,063","16,077"
Waynesboro,Virginia,"3,906","4,815"
Westmoreland,Virginia,"4,577","3,719"
Williamsburg,Virginia,"4,328","2,353"
Winchester,Virginia,"5,268","4,725"
Wise,Virginia,"4,995","8,914"
Wythe,Virginia,"4,107","8,207"
York,Virginia,"13,700","19,833"
Adams,Washington,"1,346","2,822"
Asotin,Washington,"4,114","5,407"
Benton,Washington,"23,366","40,244"
Chelan,Washington,"13,678","17,484"
Clallam,Washington,"17,512","15,978"
Clark,Washington,"93,541","82,631"
Columbia,Washington,667,"1,447"
Cowlitz,Washington,"18,944","13,969"
Douglas,Washington,"4,631","7,048"
Ferry,Washington,"1,386","1,817"
Franklin,Washington,"6,536","10,787"
Garfield,Washington,384,966
Grant,Washington,"9,364","16,756"
GraysHarbor,Washington,"15,759","11,614"
Island,Washington,"21,688","19,070"
Jefferson,Washington,"12,914","6,195"
King,Washington,"545,329","217,589"
Kitsap,Washington,"61,255","47,456"
Kittitas,Washington,"7,887","9,320"
Klickitat,Washington,"4,871","4,868"
Lewis,Washington,"11,719","17,293"
Lincoln,Washington,"2,024","3,794"
Mason,Washington,"14,934","12,512"
Okanogan,Washington,"6,163","6,942"
Pacific,Washington,"6,066","4,531"
PendOreille,Washington,"2,546","3,704"
Pierce,Washington,"143,491","111,851"
SanJuan,Washington,"7,172","2,889"
Skagit,Washington,"28,145","23,031"
Skamania,Washington,"2,797","2,513"
Snohomish,Washington,"177,471","120,064"
Spokane,Washington,"102,164","105,059"
Stevens,Washington,"6,386","9,308"
Thurston,Washington,"69,999","44,565"
Wahkiakum,Washington,"1,112","1,100"
WallaWalla,Washington,"7,539","10,632"
Whatcom,Washington,"53,313","36,635"
Whitman,Washington,"6,935","6,408"
Yakima,Washington,"32,484","40,877"
Barbour,WestVirginia,"2,415","3,678"
Berkeley,WestVirginia,"15,945","20,779"
Boone,WestVirginia,"4,490","3,603"
Braxton,WestVirginia,"2,691","2,618"
Brooke,WestVirginia,"4,666","4,932"
Cabell,WestVirginia,"15,110","18,571"
Calhoun,WestVirginia,976,"1,345"
Clay,WestVirginia,"1,417","1,748"
Doddridge,WestVirginia,732,"2,205"
Fayette,WestVirginia,"7,134","7,578"
Gilmer,WestVirginia,"1,117","1,578"
Grant,WestVirginia,987,"3,150"
Greenbrier,WestVirginia,"5,561","7,347"
Hampshire,WestVirginia,"2,968","5,197"
Hancock,WestVirginia,"5,285","7,257"
Hardy,WestVirginia,"1,880","3,360"
Harrison,WestVirginia,"13,488","17,715"
Jackson,WestVirginia,"4,821","7,066"
Jefferson,WestVirginia,"11,606","10,526"
Kanawha,WestVirginia,"40,148","40,588"
Lewis,WestVirginia,"2,096","4,312"
Lincoln,WestVirginia,"2,972","3,556"
Logan,WestVirginia,"4,862","6,297"
Marion,WestVirginia,"11,507","11,389"
Marshall,WestVirginia,"5,943","7,709"
Mason,WestVirginia,"4,444","5,822"
McDowell,WestVirginia,"3,410","2,852"
Mercer,WestVirginia,"7,388","13,167"
Mineral,WestVirginia,"3,717","7,546"
Mingo,WestVirginia,"3,567","4,565"
Monongalia,WestVirginia,"16,853","15,612"
Monroe,WestVirginia,"1,969","3,344"
Morgan,WestVirginia,"2,704","4,408"
Nicholas,WestVirginia,"6,007","6,115"
Ohio,WestVirginia,"8,481","10,590"
Pendleton,WestVirginia,"1,049","1,605"
Pleasants,WestVirginia,"1,127","1,753"
Pocahontas,WestVirginia,"1,538","1,993"
Preston,WestVirginia,"4,190","7,299"
Putnam,WestVirginia,"9,424","15,295"
Raleigh,WestVirginia,"10,115","17,358"
Randolph,WestVirginia,"4,527","6,051"
Ritchie,WestVirginia,989,"2,753"
Roane,WestVirginia,"2,506","2,936"
Summers,WestVirginia,"2,276","2,875"
Taylor,WestVirginia,"2,420","3,518"
Tucker,WestVirginia,"1,280","2,118"
Tyler,WestVirginia,"1,234","2,390"
Upshur,WestVirginia,"2,896","5,870"
Wayne,WestVirginia,"6,101","8,890"
Webster,WestVirginia,"1,543","1,374"
Wetzel,WestVirginia,"2,919","3,318"
Wirt,WestVirginia,777,"1,482"
Wood,WestVirginia,"12,446","22,670"
Wyoming,WestVirginia,"2,724","4,605"
Adams,Wisconsin,"5,808","3,976"
Ashland,Wisconsin,"5,697","2,507"
Barron,Wisconsin,"12,076","10,456"
Bayfield,Wisconsin,"5,978","3,316"
Brown,Wisconsin,"67,241","55,827"
Buffalo,Wisconsin,"3,979","2,946"
Burnett,Wisconsin,"4,337","4,200"
Calumet,Wisconsin,"13,296","12,720"
Chippewa,Wisconsin,"16,236","13,489"
Clark,Wisconsin,"7,450","6,337"
Columbia,Wisconsin,"16,658","12,189"
Crawford,Wisconsin,"5,124","2,905"
Dane,Wisconsin,"202,812","71,829"
Dodge,Wisconsin,"19,178","23,013"
Door,Wisconsin,"10,142","7,112"
Douglas,Wisconsin,"15,827","7,833"
Dunn,Wisconsin,"13,055","9,616"
EauClaire,Wisconsin,"33,143","20,944"
Florence,Wisconsin,"1,134","1,512"
FondduLac,Wisconsin,"23,457","28,155"
Forest,Wisconsin,"2,671","1,960"
Grant,Wisconsin,"14,911","9,109"
Green,Wisconsin,"11,499","6,730"
GreenLake,Wisconsin,"3,998","5,392"
Iowa,Wisconsin,"8,076","3,915"
Iron,Wisconsin,"1,915","1,470"
Jackson,Wisconsin,"5,572","3,550"
Jefferson,Wisconsin,"21,448","21,095"
Juneau,Wisconsin,"6,209","5,187"
Kenosha,Wisconsin,"45,615","31,237"
Kewaunee,Wisconsin,"5,902","4,711"
LaCrosse,Wisconsin,"38,514","23,698"
Lafayette,Wisconsin,"4,732","2,984"
Langlade,Wisconsin,"5,182","5,081"
Lincoln,Wisconsin,"8,419","6,510"
Manitowoc,Wisconsin,"22,421","19,231"
Marathon,Wisconsin,"36,363","30,339"
Marinette,Wisconsin,"11,124","9,705"
Marquette,Wisconsin,"4,051","3,625"
Menominee,Wisconsin,"1,257",185
Milwaukee,Wisconsin,"316,916","147,573"
Monroe,Wisconsin,"10,178","8,657"
Oconto,Wisconsin,"9,926","8,754"
Oneida,Wisconsin,"11,905","9,627"
Outagamie,Wisconsin,"50,255","39,641"
Ozaukee,Wisconsin,"20,570","32,160"
Pepin,Wisconsin,"2,101","1,615"
Pierce,Wisconsin,"11,695","9,715"
Polk,Wisconsin,"10,876","11,282"
Portage,Wisconsin,"24,815","13,807"
Price,Wisconsin,"4,559","3,458"
Racine,Wisconsin,"53,405","45,941"
Richland,Wisconsin,"5,072","3,348"
Rock,Wisconsin,"50,515","27,356"
Rusk,Wisconsin,"3,855","3,253"
Sauk,Wisconsin,"18,606","11,567"
Sawyer,Wisconsin,"4,763","4,199"
Shawano,Wisconsin,"10,192","9,381"
Sheboygan,Wisconsin,"30,392","30,796"
St.Croix,Wisconsin,"20,989","22,657"
Taylor,Wisconsin,"4,560","4,586"
Trempealeau,Wisconsin,"8,320","4,807"
Vernon,Wisconsin,"8,478","5,377"
Vilas,Wisconsin,"6,490","7,054"
Walworth,Wisconsin,"24,176","25,482"
Washburn,Wisconsin,"4,716","4,259"
Washington,Wisconsin,"25,713","47,725"
Waukesha,Wisconsin,"85,248","145,089"
Waupaca,Wisconsin,"12,952","12,131"
Waushara,Wisconsin,"5,868","5,769"
Winnebago,Wisconsin,"48,156","37,943"
Wood,Wisconsin,"21,705","16,576"
Albany,Wyoming,"8,618","7,981"
BigHorn,Wyoming,"1,108","4,043"
Campbell,Wyoming,"2,986","13,001"
Carbon,Wyoming,"2,336","4,331"
Converse,Wyoming,"1,380","4,924"
Crook,Wyoming,612,"2,967"
Fremont,Wyoming,"6,016","11,082"
Goshen,Wyoming,"1,832","3,942"
HotSprings,Wyoming,618,"1,834"
Johnson,Wyoming,908,"3,334"
Laramie,Wyoming,"16,070","24,549"
Lincoln,Wyoming,"1,823","6,485"
Natrona,Wyoming,"8,144","17,573"
Niobrara,Wyoming,244,"1,017"
Park,Wyoming,"3,757","10,838"
Platte,Wyoming,"1,407","2,993"
Sheridan,Wyoming,"4,450","10,169"
Sublette,Wyoming,936,"3,316"
Sweetwater,Wyoming,"5,762","10,360"
Teton,Wyoming,"7,472","4,567"
Uinta,Wyoming,"2,317","5,759"
Washakie,Wyoming,"1,042","2,956"
Weston,Wyoming,658,"2,618"
